title,author_gender,Gender,type
1884_Laurie-Andre_L-Heritier-de-Robinson.book --- chandos,0,1,1
1884_Laurie-Andre_L-Heritier-de-Robinson.book --- robinson,0,0,0
1884_Laurie-Andre_L-Heritier-de-Robinson.book --- to - ho,1,1,0
1884_Laurie-Andre_L-Heritier-de-Robinson.book --- paul - louis,0,0,0
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.book --- jean,0,1,1
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.book --- sir william,0,0,0
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.book --- le petit parisien,0,1,1
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.book --- méloir,0,1,1
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.book --- jacob risler,0,0,0
1885_Bazin-Rene_Ma-tante-Giron.book --- jacques,0,0,0
1885_Bazin-Rene_Ma-tante-Giron.book --- marthe,0,1,0
1885_Bazin-Rene_Ma-tante-Giron.book --- le baron jacques,0,1,5
1885_Bazin-Rene_Ma-tante-Giron.book --- annette,0,1,0
1885_Bazin-Rene_Ma-tante-Giron.book --- sosthène,0,0,0
1885_Malot-Hector_Romain-Kalbris.book --- romain,0,0,1
1885_Malot-Hector_Romain-Kalbris.book --- diélette,0,1,1
1885_Malot-Hector_Romain-Kalbris.book --- m. de bihorel,0,1,0
1885_Malot-Hector_Romain-Kalbris.book --- lapolade,0,1,0
1885_Malot-Hector_Romain-Kalbris.book --- samedi,0,0,0
1886_Lemonnier-Camille_Les-joujoux-parlants.book --- m. chat,1,1,2
1886_Lemonnier-Camille_Les-joujoux-parlants.book --- mme chat,1,1,2
1886_Lemonnier-Camille_Les-joujoux-parlants.book --- m. et mme chat,1,0,5
1886_Lemonnier-Camille_Les-joujoux-parlants.book --- midja,1,1,1
1886_Lemonnier-Camille_Les-joujoux-parlants.book --- char5,,1,5
1886_Sand-George_Les-ailes-de-courage.book --- clopinet,1,1,1
1886_Sand-George_Les-ailes-de-courage.book --- tire-à-gauche,1,1,0
1886_Sand-George_Les-ailes-de-courage.book --- laquille,1,0,0
1886_Sand-George_Les-ailes-de-courage.book --- le père doucy,1,0,0
1886_Sand-George_Les-ailes-de-courage.book --- la mère doucette,1,1,0
1887_Malot-Hector_Sans-famille.book --- rémi,0,0,1
1887_Malot-Hector_Sans-famille.book --- vitalis,0,0,0
1887_Malot-Hector_Sans-famille.book --- mattia,0,0,1
1887_Malot-Hector_Sans-famille.book --- riccardo,0,0,1
1887_Malot-Hector_Sans-famille.book --- garofoli,0,0,0
1887_Soboleska-Mme_Les-Jeunes-filles-de-Quinnebasset.book --- émilie,1,1,1
1887_Soboleska-Mme_Les-Jeunes-filles-de-Quinnebasset.book --- charles,1,0,0
1887_Soboleska-Mme_Les-Jeunes-filles-de-Quinnebasset.book --- xéna,1,1,1
1887_Soboleska-Mme_Les-Jeunes-filles-de-Quinnebasset.book --- mme howe,1,1,0
1887_Soboleska-Mme_Les-Jeunes-filles-de-Quinnebasset.book --- madame fagg,1,1,0
1888_Gouraud-Julie_Quand-je-serai-grande.book --- laure,1,1,1
1888_Gouraud-Julie_Quand-je-serai-grande.book --- mme thiébaut,1,1,0
1888_Gouraud-Julie_Quand-je-serai-grande.book --- cécile,1,1,1
1888_Gouraud-Julie_Quand-je-serai-grande.book --- annette,1,1,1
1888_Gouraud-Julie_Quand-je-serai-grande.book --- rose,1,1,1
1888_Blandy-Stella_L-Oncle-Philibert.book --- vittorio,1,1,1
1888_Blandy-Stella_L-Oncle-Philibert.book --- paul,1,1,1
1888_Blandy-Stella_L-Oncle-Philibert.book --- claude chardet,1,1,0
1888_Blandy-Stella_L-Oncle-Philibert.book --- alice,1,1,1
1888_Blandy-Stella_L-Oncle-Philibert.book --- pétrus,1,0,1
1888_Stolz-Madame-de_Violence-et-bonte.book --- robert,1,0,1
1888_Stolz-Madame-de_Violence-et-bonte.book --- mme d' embrun,1,1,0
1888_Stolz-Madame-de_Violence-et-bonte.book --- corentine,1,1,0
1888_Stolz-Madame-de_Violence-et-bonte.book --- mlle trépiez,1,1,0
1888_Stolz-Madame-de_Violence-et-bonte.book --- le colonel d' evian,1,0,0
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure.book --- reine,1,1,1
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure.book --- m. de conprat,1,0,0
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure.book --- françois i er,1,1,5
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure.book --- blanche,1,1,1
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure.book --- m. de pavol,1,0,0
1889_Dombre-Roger_Folla.book --- folla,1,1,1
1889_Dombre-Roger_Folla.book --- mme milane,1,1,0
1889_Dombre-Roger_Folla.book --- juliette,1,1,1
1889_Dombre-Roger_Folla.book --- gervaise,1,1,0
1889_Dombre-Roger_Folla.book --- follette,1,1,1
1890_Dombre-Roger_Une-pupille-genante.book --- gilberte,1,1,1
1890_Dombre-Roger_Une-pupille-genante.book --- simiès,1,0,0
1890_Dombre-Roger_Une-pupille-genante.book --- albéric,1,1,1
1890_Dombre-Roger_Une-pupille-genante.book --- mlle mauduit,1,1,1
1890_Dombre-Roger_Une-pupille-genante.book --- mme daltier,1,1,0
1890_Dombre-Roger_La-Nounou.book --- la moucheronne,1,1,1
1890_Dombre-Roger_La-Nounou.book --- favier,1,0,0
1890_Dombre-Roger_La-Nounou.book --- manon,1,1,0
1890_Dombre-Roger_La-Nounou.book --- nounou,1,1,2
1890_Dombre-Roger_La-Nounou.book --- marie,1,1,1
1890_Pitray-Olga-de-Segur_Voyages-abracadabrants-du-gros-Phileas.book --- philéas,1,1,0
1890_Pitray-Olga-de-Segur_Voyages-abracadabrants-du-gros-Phileas.book --- saindoux,1,0,0
1890_Pitray-Olga-de-Segur_Voyages-abracadabrants-du-gros-Phileas.book --- sagababa,1,0,1
1890_Pitray-Olga-de-Segur_Voyages-abracadabrants-du-gros-Phileas.book --- polyphème,1,0,0
1890_Pitray-Olga-de-Segur_Voyages-abracadabrants-du-gros-Phileas.book --- m. de marsy,1,0,0
1890_Hameau-Louise_Mademoiselle-Pourquoi.book --- alice,1,1,1
1890_Hameau-Louise_Mademoiselle-Pourquoi.book --- mme monval,1,1,0
1890_Hameau-Louise_Mademoiselle-Pourquoi.book --- maria,1,1,1
1890_Hameau-Louise_Mademoiselle-Pourquoi.book --- georgette,1,1,1
1890_Hameau-Louise_Mademoiselle-Pourquoi.book --- maurice,1,1,1
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.book --- mme derville,1,1,0
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.book --- marie,1,1,1
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.book --- grand'mère,1,1,0
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.book --- céleste,1,1,1
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.book --- m. brémont,1,1,0
1891_Pitray-Olga-de-Segur_L-Usine-et-le-chateau.book --- gildas,1,0,1
1891_Pitray-Olga-de-Segur_L-Usine-et-le-chateau.book --- noëlie,1,1,1
1891_Pitray-Olga-de-Segur_L-Usine-et-le-chateau.book --- m. nivier,1,1,0
1891_Pitray-Olga-de-Segur_L-Usine-et-le-chateau.book --- m. de brandas,1,0,0
1891_Pitray-Olga-de-Segur_L-Usine-et-le-chateau.book --- odet,1,1,1
1892_Stolz-Madame-de_La-famille-Coquelicot.book --- m. ildefonse,1,0,0
1892_Stolz-Madame-de_La-famille-Coquelicot.book --- fernand,1,0,1
1892_Stolz-Madame-de_La-famille-Coquelicot.book --- m. corbin,1,0,0
1892_Stolz-Madame-de_La-famille-Coquelicot.book --- m. coquelicot,1,0,0
1892_Stolz-Madame-de_La-famille-Coquelicot.book --- marie-thérèse,1,1,1
1892_Colomb-Josephine_Les-Conquetes-d-Hermine.book --- hermine,1,1,1
1892_Colomb-Josephine_Les-Conquetes-d-Hermine.book --- le capitaine baudoin,1,0,0
1892_Colomb-Josephine_Les-Conquetes-d-Hermine.book --- didier,1,0,1
1892_Colomb-Josephine_Les-Conquetes-d-Hermine.book --- m. girague,1,0,0
1892_Colomb-Josephine_Les-Conquetes-d-Hermine.book --- mme girague,1,1,0
1893_Malot-Hector_En-Famille.book --- perrine,0,1,1
1893_Malot-Hector_En-Famille.book --- m. vulfran,0,0,0
1893_Malot-Hector_En-Famille.book --- rosalie,0,1,1
1893_Malot-Hector_En-Famille.book --- aurélie,0,1,1
1893_Malot-Hector_En-Famille.book --- talouel,0,1,0
1893_Marie-Delorme_Les-Filles-du-clown.book --- rita,1,1,1
1893_Marie-Delorme_Les-Filles-du-clown.book --- karl,1,1,0
1893_Marie-Delorme_Les-Filles-du-clown.book --- riccio,1,0,1
1893_Marie-Delorme_Les-Filles-du-clown.book --- dorothée,1,1,1
1893_Marie-Delorme_Les-Filles-du-clown.book --- rita et dorothée,1,1,5
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee.book --- satin - bleu,1,1,3
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee.book --- jacques,1,0,1
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee.book --- éva,1,1,1
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee.book --- coquette,1,1,1
1893_Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee.book --- kitty,1,1,0
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc.book --- iravata,1,0,2
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc.book --- parvati,1,1,1
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc.book --- alemguir,1,0,0
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc.book --- m. oldham,1,1,0
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc.book --- monsieur éléphant,1,0,2
1895_Mael-Pierre_Les-Derniers-Hommes-rouges.book --- wagha - na,0,0,0
1895_Mael-Pierre_Les-Derniers-Hommes-rouges.book --- madeleine,0,1,1
1895_Mael-Pierre_Les-Derniers-Hommes-rouges.book --- léopold,0,0,0
1895_Mael-Pierre_Les-Derniers-Hommes-rouges.book --- georges,0,0,0
1895_Mael-Pierre_Les-Derniers-Hommes-rouges.book --- pitch et schulmann,0,0,5
1896_Gyp_Bijou.book --- bijou,1,1,1
1896_Gyp_Bijou.book --- paul,1,1,1
1896_Gyp_Bijou.book --- m. de rueille,1,0,0
1896_Gyp_Bijou.book --- jean,1,0,1
1896_Gyp_Bijou.book --- m. de clagny,1,0,0
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant.book --- siribeddi,1,0,2
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant.book --- mme mahala,1,1,0
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant.book --- la tribu des longues - queues,1,1,5
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant.book --- jack,1,0,2
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant.book --- miss ellen,1,1,1
1897_Gerald-Montmeril_Chryseis-au-desert.book --- chryséis,1,1,1
1897_Gerald-Montmeril_Chryseis-au-desert.book --- le colonel verduron,1,0,0
1897_Gerald-Montmeril_Chryseis-au-desert.book --- aouka,1,1,1
1897_Gerald-Montmeril_Chryseis-au-desert.book --- catherine,1,1,1
1897_Gerald-Montmeril_Chryseis-au-desert.book --- merced,1,1,1
1897_Mael-Pierre_Au-pays-du-mystere.book --- michel et sonia,0,0,5
1897_Mael-Pierre_Au-pays-du-mystere.book --- michel,0,0,1
1897_Mael-Pierre_Au-pays-du-mystere.book --- tibboo,0,0,0
1897_Mael-Pierre_Au-pays-du-mystere.book --- euzen,0,0,0
1897_Mael-Pierre_Au-pays-du-mystere.book --- miles turner,0,0,0
1897_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon).book --- poum,0,1,1
1897_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon).book --- pauline,0,1,0
1897_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon).book --- stép,0,0,1
1897_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon).book --- grand-père vernobre,0,0,0
1897_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon).book --- bertha,0,1,0
1899_Colomb-Josephine_Chloris-et-Jeanneton.book --- jeannette,1,1,0
1899_Colomb-Josephine_Chloris-et-Jeanneton.book --- jean,1,1,0
1899_Colomb-Josephine_Chloris-et-Jeanneton.book --- pierre gouarhé,1,0,0
1899_Colomb-Josephine_Chloris-et-Jeanneton.book --- adélaïde,1,1,1
1899_Colomb-Josephine_Chloris-et-Jeanneton.book --- jeanneton,1,1,1
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte.book --- charlotte,1,1,1
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte.book --- friederich,1,1,1
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte.book --- mme poise,1,1,0
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte.book --- la cousine hilda,1,1,1
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte.book --- sœur joséfa,1,1,0
1901_Mael-Pierre_Un-mousse-de-Surcouf.book --- will,0,0,1
1901_Mael-Pierre_Un-mousse-de-Surcouf.book --- clavaillan,0,1,0
1901_Mael-Pierre_Un-mousse-de-Surcouf.book --- surcouf,0,0,0
1901_Mael-Pierre_Un-mousse-de-Surcouf.book --- guillaume,0,1,1
1901_Mael-Pierre_Un-mousse-de-Surcouf.book --- anne,0,1,1
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique.book --- rose,1,1,1
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique.book --- alice,1,1,1
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique.book --- les petits conyngham,1,0,5
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique.book --- mlle rose,1,1,1
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique.book --- constance,1,1,1
1902_Laurie-Andre_Memoires-d-un-collegien-russe.book --- dmitri,0,1,0
1902_Laurie-Andre_Memoires-d-un-collegien-russe.book --- térentieff,0,0,0
1902_Laurie-Andre_Memoires-d-un-collegien-russe.book --- sacha,0,1,1
1902_Laurie-Andre_Memoires-d-un-collegien-russe.book --- porphyre,0,0,1
1902_Laurie-Andre_Memoires-d-un-collegien-russe.book --- crac,0,0,2
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg.book --- henriette,1,1,1
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg.book --- mme fernel,1,1,0
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg.book --- frédy,1,1,1
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg.book --- andré,1,0,1
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg.book --- mme laplume,1,1,0
1905_Toulet-Paul-Jean_Mon-amie-Nane.book --- nane,0,1,0
1905_Toulet-Paul-Jean_Mon-amie-Nane.book --- m. le marigo,0,0,0
1905_Toulet-Paul-Jean_Mon-amie-Nane.book --- jacques,0,0,0
1905_Toulet-Paul-Jean_Mon-amie-Nane.book --- primavérile de ver,0,0,1
1905_Toulet-Paul-Jean_Mon-amie-Nane.book --- dieudonné,0,0,0
1906_Morin-Louis_Grand-mere-avait-des-defauts-.book --- palmyre,0,1,1
1906_Morin-Louis_Grand-mere-avait-des-defauts-.book --- trotty,0,0,1
1906_Morin-Louis_Grand-mere-avait-des-defauts-.book --- georgette,0,1,1
1906_Morin-Louis_Grand-mere-avait-des-defauts-.book --- du vieux marquis de saint-père,0,0,0
1906_Morin-Louis_Grand-mere-avait-des-defauts-.book --- mme de vertune,0,1,0
1907_Mael-Pierre_Le-Forban-noir.book --- pablo,0,1,1
1907_Mael-Pierre_Le-Forban-noir.book --- mme hénault,0,1,0
1907_Mael-Pierre_Le-Forban-noir.book --- ervoan,0,1,0
1907_Mael-Pierre_Le-Forban-noir.book --- alain,0,1,0
1907_Mael-Pierre_Le-Forban-noir.book --- gonzalo,0,1,0
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane.book --- réviliod,0,0,0
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane.book --- la tour - miranne,0,1,0
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane.book --- martin landoux,0,0,0
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane.book --- le petit biscuitier,0,1,1
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane.book --- robert,0,1,0
1910_Cim-Albert_Le-petit-Leveille.book --- césaire,0,0,1
1910_Cim-Albert_Le-petit-Leveille.book --- m. cambournac,0,0,0
1910_Cim-Albert_Le-petit-Leveille.book --- mme cambournac,0,1,0
1910_Cim-Albert_Le-petit-Leveille.book --- l' oncle justin,0,0,0
1910_Cim-Albert_Le-petit-Leveille.book --- m. justin léveillé,0,0,0
1911_Marchal-Gustave_Tante-Meteore.book --- m. gavay,0,1,0
1911_Marchal-Gustave_Tante-Meteore.book --- léon,0,0,1
1911_Marchal-Gustave_Tante-Meteore.book --- andré,0,0,1
1911_Marchal-Gustave_Tante-Meteore.book --- mme dulac,0,1,0
1911_Marchal-Gustave_Tante-Meteore.book --- le docteur loiran,0,0,0
1925_Robida-Albert_Un-chalet-dans-les-airs.book --- m. cabrol,0,1,0
1925_Robida-Albert_Un-chalet-dans-les-airs.book --- mélanie,0,1,0
1925_Robida-Albert_Un-chalet-dans-les-airs.book --- modéran,0,0,1
1925_Robida-Albert_Un-chalet-dans-les-airs.book --- barlotin,0,0,0
1925_Robida-Albert_Un-chalet-dans-les-airs.book --- andoche,0,0,1
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.book --- l' oncle bénic,0,1,0
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.book --- du hollandais - volant,0,0,4
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.book --- virmoutiers,0,1,0
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.book --- mon jeune louis-marie bénic,0,1,1
1926_Mac-Orlan-Pierre_Les-clients-du-Bon-Chien-Jaune.book --- bénic,0,0,0
1930_Genestoux-Magdeleine-du_Mademoiselle-trouble-fete.book --- suzanne,1,1,1
1930_Genestoux-Magdeleine-du_Mademoiselle-trouble-fete.book --- nicolas,1,0,1
1930_Genestoux-Magdeleine-du_Mademoiselle-trouble-fete.book --- henri,1,0,1
1930_Genestoux-Magdeleine-du_Mademoiselle-trouble-fete.book --- m. rouzerolle,1,0,0
1930_Genestoux-Magdeleine-du_Mademoiselle-trouble-fete.book --- mariette,1,1,0
1943_Saint-Exupery-Antoine-de_Le-petit-prince.book --- le petit prince,0,1,1
1943_Saint-Exupery-Antoine-de_Le-petit-prince.book --- char2,,1,5
1943_Saint-Exupery-Antoine-de_Le-petit-prince.book --- char3,,0,5
1943_Saint-Exupery-Antoine-de_Le-petit-prince.book --- char4,,0,5
1943_Saint-Exupery-Antoine-de_Le-petit-prince.book --- char5,,1,5
